0,2.5e-05,1,1,7188,106381
0,2.5e-05,1,1,76282,37287
0,2.5e-05,1,1,66735,46834
0,2.5e-05,1,1,99895,13674
0,2.5e-05,1,1,61953,51616
0,2.5e-05,1,1,67877,45692
0,2.5e-05,1,1,59862,53707
0,2.5e-05,1,1,63444,50125
0,2.5e-05,1,1,18819,94750
0,2.5e-05,1,1,65064,48505
0,2.5e-05,1,1,85807,27762
0,2.5e-05,1,1,69376,44193
0,2.5e-05,1,1,58278,55291
0,2.5e-05,1,1,50744,62825
0,2.5e-05,1,1,62099,51470
0,2.5e-05,1,1,101043,12526
0,2.5e-05,1,1,53427,60142
0,2.5e-05,1,1,73514,40055
0,2.5e-05,1,1,79205,34364
0,2.5e-05,1,1,70533,43036
0,2.5e-05,1,1,91208,22361
0,2.5e-05,1,1,70245,43324
0,2.5e-05,1,1,74170,39399
0,2.5e-05,1,1,62050,51519
0,2.5e-05,1,1,62838,50731
0,2.5e-05,1,1,69776,43793
0,2.5e-05,1,1,81310,32259
0,2.5e-05,1,1,84144,29425
0,2.5e-05,1,1,24714,88855
0,2.5e-05,1,1,87708,25861
0,2.5e-05,1,1,16012,97557
0,2.5e-05,1,1,56799,56770
0,2.5e-05,1,1,77740,35829
0,2.5e-05,1,1,69707,43862
0,2.5e-05,1,1,5445,108124
0,2.5e-05,1,1,49315,64254
0,2.5e-05,1,1,90364,23205
0,2.5e-05,1,1,69152,44417
0,2.5e-05,1,1,81958,31611
0,2.5e-05,1,1,56267,57302
0,2.5e-05,1,1,3322,110247
0,2.5e-05,1,1,56888,56681
0,2.5e-05,1,1,70216,43353
0,2.5e-05,1,1,60977,52592
0,2.5e-05,1,1,65012,48557
0,2.5e-05,1,1,74385,39184
0,2.5e-05,1,1,29845,83724
0,2.5e-05,1,1,80680,32889
0,2.5e-05,1,1,91801,21768
0,2.5e-05,1,1,96442,17127
0,2.5e-05,1,1,93856,19713
0,2.5e-05,1,1,78460,35109
0,2.5e-05,1,1,102608,10961
0,2.5e-05,1,1,38559,75010
0,2.5e-05,1,1,63967,49602
0,2.5e-05,1,1,88468,25101
0,2.5e-05,1,1,95888,17681
0,2.5e-05,1,1,39945,73624
0,2.5e-05,1,1,64569,49000
0,2.5e-05,1,1,84220,29349
0,2.5e-05,1,1,64477,49092
0,2.5e-05,1,1,74409,39160
0,2.5e-05,1,1,106956,6613
0,2.5e-05,1,1,68168,45401
0,2.5e-05,1,1,75644,37925
0,2.5e-05,1,1,95104,18465
0,2.5e-05,1,1,79230,34339
0,2.5e-05,1,1,69886,43683
0,2.5e-05,1,1,58129,55440
0,2.5e-05,1,1,82962,30607
0,2.5e-05,1,1,54622,58947
0,2.5e-05,1,1,49704,63865
0,2.5e-05,1,1,58856,54713
0,2.5e-05,1,1,63875,49694
0,2.5e-05,1,1,75249,38320
0,2.5e-05,1,1,59396,54173
0,2.5e-05,1,1,75207,38362
0,2.5e-05,1,1,61741,51828
0,2.5e-05,1,1,92287,21282
0,2.5e-05,1,1,94032,19537
0,2.5e-05,1,1,59396,54173
0,2.5e-05,1,1,75700,37869
0,2.5e-05,1,1,76943,36626
0,2.5e-05,1,1,63356,50213
0,2.5e-05,1,1,75367,38202
0,2.5e-05,1,1,71772,41797
0,2.5e-05,1,1,56902,56667
0,2.5e-05,1,1,89825,23744
0,2.5e-05,0,1,105777,7792
1,2.5e-05,0,1,90560,23009
2,2.5e-05,0,1,103979,9590
3,2.5e-05,0,1,103245,10324
4,2.5e-05,0,1,94814,18755
5,2.5e-05,0,1,35619,77950
6,2.5e-05,0,1,74050,39519
7,2.5e-05,0,1,28455,85114
8,2.5e-05,0,1,84324,29245
9,2.5e-05,0,1,91119,22450
10,2.5e-05,0,1,79044,34525
11,2.5e-05,0,1,106754,6815
12,2.5e-05,0,1,88025,25544
13,2.5e-05,0,1,90638,22931
14,2.5e-05,0,1,63529,50040
15,2.5e-05,0,1,98359,15210
16,2.5e-05,0,1,92625,20944
17,2.5e-05,0,1,98328,15241
18,2.5e-05,0,1,64456,49113
19,2.5e-05,0,1,81398,32171
20,2.5e-05,0,1,19874,93695
21,2.5e-05,0,1,81619,31950
22,2.5e-05,0,1,62060,51509
23,2.5e-05,0,1,93060,20509
24,2.5e-05,0,1,83298,30271
25,2.5e-05,0,1,97141,16428
26,2.5e-05,0,1,65791,47778
27,2.5e-05,0,1,95192,18377
