0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
0,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
1,2.5e-05,1,1,0,62500
2,2.5e-05,1,1,0,62500
2,2.5e-05,1,1,0,62500
